nct_id,phase,status,studyStopReason,studyStopReasonCategories,phase2_progression,primary_endpoint_result,secondary_endpoint_result,virtualbiotech_stop_reason_categories,results_source,ae_source,pubmed_ids,ae_serious_infections_pct,ae_serious_gastrointestinal_pct,ae_serious_cardiac_pct,ae_serious_blood_lymphatic_pct,ae_serious_nervous_pct,ae_serious_respiratory_pct,ae_serious_general_pct,ae_serious_vascular_pct,ae_serious_renal_pct,ae_serious_injury_pct
NCT00411632,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,16.2,,,
NCT00411671,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,5.7,3.8,,3.8,4.8,,10.0,,7.6,
NCT00411762,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00411788,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,11.1,,,,,,,
NCT00411879,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,19139319,,,,,,,,,,
NCT00411892,3.0,Terminated,See termination reason in detailed description,No context,,UNKNOWN,UNKNOWN,Business or administrative|Negative,,,,,,,,,,,,,
NCT00412061,3.0,Completed,,,,POSITIVE,NEGATIVE,,ClinicalTrials.gov (PFS data) and PMID 22119496 (primary publication),ClinicalTrials.gov adverse event table and PMID 28444114 (final OS/safety analysis),22119496|28444114,,,,11.633333333333333,,,,,,
NCT00412074,3.0,Completed,,,,POSITIVE,POSITIVE,,"ClinicalTrials.gov and PMID 26416936 (Pediatrics, 2015)",ClinicalTrials.gov adverse events registry,26416936,,,,,,,0.7,,,
NCT00412087,3.0,Completed,,,,NEGATIVE,POSITIVE,,ClinicalTrials.gov and PMC4365423 (published results),ClinicalTrials.gov adverse events registry,,,,,,,,,,,
NCT00412100,3.0,Completed,,,,NEGATIVE,POSITIVE,,PMC2955588 - Pooled analysis of NCT00412100 and NCT00412152,PMC2955588 - Complete adverse event tables from pooled analysis,20920236,,,,,0.7,,,,,
NCT00412152,3.0,Completed,,,,POSITIVE,POSITIVE,,PMID 19032132 (Simpson et al. 2008) - individual OXN3001 trial results,PMC2955588 - pooled analysis of NCT00412152 and NCT00412100 (proportional adverse event estimates),19032132,,,,,,,,,,
NCT00412191,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00412204,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00412217,3.0,Terminated,The study was terminated because recruitment was too slow.,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov adverse events and outcome data,ClinicalTrials.gov adverse events registry (systematic collection frequency threshold ≥5%),,2.1500000000000004,2.2,,2.2,,,,2.2,,
NCT00412334,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00412360,3.0,Completed,,,,NEGATIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov adverse events registry,,4.7,,,,,,9.8,,,
NCT00412373,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov adverse events registry,,,0.3,,,,0.3,,,,0.3
NCT00412412,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00412425,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00412451,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,2.0,,2.0,,2.0,,,2.0,,
NCT00412503,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00412542,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,2.6500000000000004,5.88,,3.566666666666667,4.35,1.3,8.0,7.35,,
NCT00412581,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00412620,2.0,Terminated,,,,NEGATIVE,NEGATIVE,Negative|Study design,PubMed,PubMed,21346607,,,,,,,,,,
NCT00412698,3.0,Terminated,Company decision has been taken in light of recent demands by certain national health authorities,Business or administrative,,UNKNOWN,UNKNOWN,Regulatory|Safety or side effects,,,,,,,,,,,,,
NCT00412750,3.0,Terminated,Enrollment stopped for safety issues,Safety or side effects,,UNKNOWN,UNKNOWN,Safety or side effects,ClinicalTrials.gov (interim data at Weeks 12-24 before termination),ClinicalTrials.gov adverse events registry,,,,,,3.8,,0.6,,,
NCT00412789,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00412828,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00412841,2.0,Terminated,,,,NEGATIVE,NEGATIVE,Negative|Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,2.3,2.3,2.3,2.3,,2.3,,,2.3,
NCT00412867,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00412880,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,4.3,4.3,,4.3,,4.3,4.3,,,4.3
NCT00412919,2.0,Terminated,Lack of efficacy,Negative,,UNKNOWN,UNKNOWN,Negative,,,18443271,,,,,,,,,,
NCT00412932,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00412984,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,1.7000000000000002,,,,,0.1,,
NCT00412997,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00413010,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.6,,0.6,,,0.6,,,,
NCT00413023,2.0,Completed,,,,POSITIVE,NEGATIVE,,PubMed,PubMed,22020354,,,,,,,,,,
NCT00413036,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,3.2,1.8,,2.96,,2.9333333333333336,3.12,2.05,1.8,
NCT00413049,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,0.3,,,0.1,,,,,0.1
NCT00413075,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00413088,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00413101,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00413114,2.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,25052051,,,,,,,,,,
NCT00413166,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,10.3,,3.8,3.8,,2.6,9.6,,,
NCT00413192,2.0,Completed,,,,NEGATIVE,POSITIVE,,ClinicalTrials.gov + PubMed (Lancet Oncology 2012),ClinicalTrials.gov,21937277,2.0,,,,,,2.15,,,
NCT00413244,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00413296,2.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT00413322,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00413387,3.0,Completed,,,,POSITIVE,POSITIVE,,"PubMed published article (European Respiratory Journal, 2007)",PubMed published article,17107988,,,,,,,,,,
NCT00413413,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,0.1,0.2,,,,,0.1
NCT00413452,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,17417989,2.3,,,,,,,,,
NCT00413478,2.0,Terminated,Slow accrual.,Insufficient enrollment,,NEGATIVE,NEGATIVE,Negative|Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00413634,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00413660,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.59,,,,,,0.885,,,
NCT00413686,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00413699,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,0.208,,,,,,
NCT00413764,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,18304284|19177255,,,,,,,,,,
NCT00413777,2.0,Completed,,,,POSITIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00413829,2.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT00413894,3.0,Completed,,,,POSITIVE,POSITIVE,,Published literature,ClinicalTrials.gov,,0.85,,0.5333333333333333,0.95,0.7,,,1.65,,
NCT00413959,2.0,Terminated,,,,POSITIVE,POSITIVE,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,8.3,,8.3,,,,,
NCT00413972,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov and published literature,,,,,,,,,,,
NCT00414024,3.0,Terminated,This study was terminated early as a result of regulatory action suspending tegaserod use in 2007,Regulatory,,UNKNOWN,UNKNOWN,Regulatory,,,,,,,,,,,,,
NCT00414037,4.0,Terminated,"Funding terminated by sponsor, insufficient data collection",Business or administrative,,,,,,,,,,,,,,,,,
NCT00414089,2.0,Withdrawn,Funding will not be provided for the drug,Business or administrative,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT00414102,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00414128,2.0,Completed,,,,POSITIVE,NEGATIVE,,PubMed,PubMed,30612116,,,,,,,,,,
NCT00414180,3.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed,PubMed,17353101,0.4,0.4,0.4,,,,0.4,,0.4,
NCT00414206,2.0,Terminated,Sponsor decision,Business or administrative,,NEGATIVE,NEGATIVE,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,0.9,0.9,1.5,,0.9,,,,,
NCT00414271,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,5.6,,,,,,,
NCT00414310,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,32.0,12.7,16.0,5.3,10.0,4.7,,,2.7,
NCT00414323,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00414336,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00414349,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,19485723|19301937|19480610,,,,,,,,,,
NCT00414388,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00414414,3.0,Withdrawn,Funding not awarded,,,UNKNOWN,UNKNOWN,Business or administrative,,,,,,,,,,,,,
NCT00414466,2.0,Terminated,Study closed and subject follow-up completed following analysis of blinded study data.,Another study,,NEGATIVE,NEGATIVE,Negative,ClinicalTrials.gov,ClinicalTrials.gov,,0.4000000000000001,0.4,,0.4,0.4,,0.4,,,0.4000000000000001
NCT00414609,3.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed and CT.gov,ClinicalTrials.gov,,,,3.075,0.9,,,,8.8,2.4,
NCT00414622,2.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT00414648,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed/Published literature,ClinicalTrials.gov,,5.6,6.5,2.2,10.9,,30.2,,,,
NCT00414687,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,12151469,,,,,7.9,,1.0,,,
NCT00414765,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00414856,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00414921,2.0,Completed,,,,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,
NCT00414960,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,4.2,,,,,4.2,,
NCT00414973,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.5,0.5,0.5,,4.2,1.525,4.2,4.2,,
NCT00414999,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00415064,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00415116,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00415142,3.0,Completed,,,,UNKNOWN,NEGATIVE,,PubMed/Press releases,Press releases/Published announcements,,,,,,,,,,,
NCT00415155,1.0,Withdrawn,Trial cancelled,Invalid reason,,,,,,,,,,,,,,,,,
NCT00415168,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,1.9,1.9,3.8,1.9,1.9,3.1666666666666665,,1.9,
NCT00415194,3.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,2.0200000000000005,,,,,,
NCT00415246,3.0,Terminated,The preliminary data do not support the expected sustainable blood levels of triptorelin for a duration of 4 months in all patients.,Logistics or resources,,UNKNOWN,UNKNOWN,Study design,,,,,,,,,,,,,
NCT00415324,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00415363,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00415506,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00415532,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,1.4,4.275,,,,,,
NCT00415571,2.0,Completed,,,,UNKNOWN,NEGATIVE,,,,,,,,,,,,,,
NCT00415597,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,0.24,0.2,,0.2,,0.4,0.4,,
NCT00415623,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,,,,,,,,,,,,
NCT00415636,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00415779,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00415857,2.0,Terminated,Vaccine sponsor ceased operations.,Business or administrative,,NEGATIVE,NEGATIVE,Business or administrative,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00415909,2.0,Terminated,Slow Accrual,Insufficient enrollment,,POSITIVE,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,33.3,,,
NCT00416039,3.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed - Published trial paper,PubMed - Published trial paper,21480984,,,,,,,,,,
NCT00416169,2.0,Completed,,,,NEGATIVE,POSITIVE,,PubMed,PubMed,18196898,,,,,,,,,,
NCT00416195,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,2.6,,,10.0,,,,,
NCT00416208,3.0,Completed,,,,POSITIVE,UNKNOWN,,PubMed and published literature - Straka et al. and ASCO presentations,Published literature and meta-analyses,31231828|32144237,,,,,,,,,,
NCT00416273,3.0,Completed,,,,NEGATIVE,UNKNOWN,,PubMed and published literature,Published literature and meta-analyses,31231828|32144237,,,,,,,,,,
NCT00416403,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,,19728082,,,,,,,,,,
NCT00416429,3.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed published trial results,Published trial results and ASCO abstracts,17932908,,,,,,,,,,
NCT00416494,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,2.8,2.0,,2.0,,2.0,2.0,,
NCT00416507,3.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed published trial results,Published trial results (Chauffert et al.),18467316,,,,,,,,,,
NCT00416533,2.0,Completed,,,,UNKNOWN,NEGATIVE,,,,,,,,,,,,,,
NCT00416585,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00416637,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00416650,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,18349398,,,,,,,1.8,,,
NCT00416832,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,20625128,,,,,,,,,,
NCT00416858,3.0,Completed,,,,NEGATIVE,UNKNOWN,,PubMed published trial results,Published trial results (JCO 2007),17401004,,,,,,,,,,
NCT00416871,3.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed published trial results,Published trial results and PubMed,18794104,,,,,,,,,,
NCT00416884,2.0,Terminated,Low enrollment,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,ClinicalTrials.gov,,,,,,,,,,,,
NCT00416897,3.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00416910,3.0,Terminated,low recruitment,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,,,,,,,,,,,,,
NCT00416923,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00417079,3.0,Completed,,,,POSITIVE,POSITIVE,,Published trial results (The Lancet),Published trial results and safety analyses,23723295,8.0,6.0,,82.0,,,,,,
NCT00417118,3.0,Completed,,,,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,
NCT00417209,3.0,Completed,,,,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,
NCT00417222,3.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed published trial results,PubMed and PMC comprehensive adverse event analysis,25637937|23769179,,,11.533333333333331,,5.9,,18.2,,18.950000000000003,
NCT00417248,1.0,Terminated,Negative sorafenib results from ESCAPE trial and safety concerns of regimen,Another study|Safety or side effects,,,,,,,,,,,,,,,,,
NCT00417287,2.0,Terminated,Investigator decision,Invalid reason,,NEGATIVE,NEGATIVE,Negative,PubMed,,,,,,,,,,,,
NCT00417391,2.0,Completed,,,,UNKNOWN,NEGATIVE,,,,,,,,,,,,,,
NCT00417430,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,18381791,,,,,,,,,,
NCT00417443,3.0,Withdrawn,,,,UNKNOWN,UNKNOWN,No context,,,,,,,,,,,,,
NCT00417612,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov and published PubMed results,ClinicalTrials.gov and PMC full-text article,25029424,,,,,,,,,,
NCT00417677,1.0,Terminated,Decision was made not to attempt a lower dose,Study design,,,,,,,,,,,,,,,,,
NCT00417716,3.0,Withdrawn,Poor accrual,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,,,,,,,,,,,,,
NCT00417729,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00417768,2.0,Terminated,Change in patient population no longer fit study criteria.,Study design,,UNKNOWN,UNKNOWN,Insufficient enrollment,,,,,,,,,,,,,
NCT00417807,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00417885,1.0,Terminated,See Detailed Description for Termination Reason,No context,,,,,,,,,,,,,,,,,
NCT00417898,1.0,Withdrawn,,,,,,,,,,,,,,,,,,,
NCT00417911,3.0,Completed,,,,POSITIVE,UNKNOWN,,PubMed published trial results,PubMed and PMC full-text article,23616624,,,,,6.15,,,,,
NCT00417976,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,2.4,,,,,,
NCT00418028,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.75,1.3666666666666665,0.5,3.65,,,,,0.5,
NCT00418054,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,19135998,,,,,,,,,,
NCT00418080,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,17991545,,,,,,,,,,
NCT00418093,2.0,Terminated,THe study was terminated early due to a lack of accural,Insufficient enrollment,,POSITIVE,POSITIVE,Insufficient enrollment,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,5.3,,
NCT00418132,1.0,Terminated,Study terminated early due to difficulties in subject recruitment,Insufficient enrollment,,,,,,,,,,,,,,,,,
NCT00418145,3.0,Terminated,low enrollment - data was not analyzed for this study,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,,,,,,,,,,,,,
NCT00418171,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00418275,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00418327,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00418366,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00418431,2.0,Withdrawn,Poor accrual,Insufficient enrollment,,UNKNOWN,UNKNOWN,Insufficient enrollment,,,,,,,,,,,,,
NCT00418457,3.0,Completed,,,,NEGATIVE,NEGATIVE,,Published results and ClinicalTrials.gov,ClinicalTrials.gov and published results,31645288|18291727,,,,,,,,,,
NCT00418522,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00418548,3.0,Completed,,,,POSITIVE,POSITIVE,,Published peer-reviewed literature (PubMed PMID 16968715),"Published peer-reviewed literature (PubMed PMID 16968715, PMC full text)",16968715|17389658,0.6499999999999999,,,,,,,,,
NCT00418574,2.0,Terminated,No benefit on primary end point (RFS); no rationale to collect survival data,Negative,,NEGATIVE,NEGATIVE,Negative,ClinicalTrials.gov,ClinicalTrials.gov,,,,0.2,0.2666666666666666,,,,,,
NCT00418587,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00418600,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00418678,4.0,Terminated,Enrollment was too slow,Insufficient enrollment,,,,,,,,,,,,,,,,,
NCT00418691,3.0,Terminated,Closed early due to slow accrual.,Insufficient enrollment,,POSITIVE,POSITIVE,Insufficient enrollment,Published results (PubMed PMID 21964738) + ClinicalTrials.gov,ClinicalTrials.gov and published literature,21964738,,,,,,,,,,
NCT00418717,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,2.4,
NCT00418730,2.0,Completed,,,,POSITIVE,POSITIVE,,Neosil press release,Neosil press release,,,,,,,,,,,
NCT00418782,2.0,Terminated,Results of interim analysis indicate lack of efficacy when compared to placebo.,Negative,,NEGATIVE,NEGATIVE,Negative,,,,,,,,,,,,,
NCT00418834,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,0.2,0.1999999999999999,0.2727272727272728,,0.25,,,,0.2,0.2
NCT00418873,4.0,Terminated,Study was stopped due to difficulty in patient enrollment,Insufficient enrollment,,,,,,,,,,,,,,,,,
NCT00418886,3.0,Completed,,,,NEGATIVE,UNKNOWN,,Published peer-reviewed literature (PubMed PMID 21282537),ClinicalTrials.gov and published literature,21282537,,,,,,,,,,
NCT00419003,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00419068,3.0,Completed,,,,NEGATIVE,NEGATIVE,,PubMed/Lancet,PubMed/Lancet,21215445,,,,,,,,,,
NCT00419081,2.0,Terminated,Issues with Manufacturing,Logistics or resources,,UNKNOWN,NEGATIVE,Negative|Business or administrative,,,23773454|18086346|22448814,,,,,,,,,,
NCT00419094,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00419159,2.0,Completed,,,,NEGATIVE,NEGATIVE,,Clinical Cancer Research published results,ClinicalTrials.gov,23743569,,,,,,,,,,
NCT00419237,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00419250,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00419302,2.0,Completed,,,,POSITIVE,POSITIVE,,Published pharmacokinetic literature,Published literature and clinical experience,19885344|11835120|17563306,,,,,,,,,,
NCT00419393,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00419419,3.0,Completed,,,,POSITIVE,NEGATIVE,,PubMed/Arthritis & Rheumatism,PubMed/PMC articles,19248104,,,,,,,,,,
NCT00419536,1.0,Terminated,,,,,,,,,,,,,,,,,,,
NCT00419549,2.0,Terminated,Because one of the drugs Valdecoxib was withdrawn due to safety concerns.,Safety or side effects,,NEGATIVE,NEGATIVE,Safety or side effects,Journal of Clinical Gastroenterology published paper,ClinicalTrials.gov and published paper,20717044,,,,,,,,,,
NCT00419562,3.0,Completed,,,,NEGATIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00419653,4.0,Terminated,Recruitment issues,Insufficient enrollment,,,,,,,,,,,,,,,,,
NCT00419666,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00419692,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00419718,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00419744,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00419757,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00419809,1.0,Completed,,,EVER,,,,,,,,,,,,,,,,
NCT00419952,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00420004,2.0,Completed,,,,NEGATIVE,POSITIVE,,ClinicalTrials.gov posted results and published literature,ClinicalTrials.gov and published research,19909980,,,,,,,,,,
NCT00420056,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00420082,2.0,Completed,,,,POSITIVE,POSITIVE,,Published in Inflammation Research 2010,Published article,19943178,,,,,,,,,,
NCT00420095,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00420186,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00420199,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00420212,3.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00420238,4.0,Completed,,,,,,,,,,,,,,,,,,,
NCT00420251,3.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,17535995|14571231|11837503|14677197,,,,,,,,,,
NCT00420342,2.0,Completed,,,,NEGATIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00420355,4.0,Terminated,Unexpected adverse event,Safety or side effects,,,,,,,,,,,,,,,,,
NCT00420381,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,8.916666666666668,3.6,7.1,,10.7,10.7,,,
NCT00420407,0.5,Terminated,accrual rate,Insufficient enrollment,,,,,,,,,,,,,,,,,
NCT00420420,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,1.4,,,,1.4
NCT00420459,2.0,Completed,,,,POSITIVE,POSITIVE,,ClinicalTrials.gov,ClinicalTrials.gov,,,,,,,,,,,
NCT00420485,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00420498,2.0,Completed,,,,UNKNOWN,UNKNOWN,Insufficient enrollment,Not posted - Inferred from trial underpowering and literature,Not available,18204342|30460884|29368813|38044665,,,,,,,,,,
NCT00420511,2.0,Completed,,,,NEGATIVE,NEGATIVE,,ClinicalTrials.gov + PubMed,ClinicalTrials.gov,20920044,,,,,,,,,10.0,
NCT00420524,1.0,Completed,,,NEVER,,,,,,,,,,,,,,,,
NCT00420563,2.0,Completed,,,,POSITIVE,POSITIVE,,PubMed,PubMed,20354522,,,,,,2.3,,3.4,,
